Order Date,Category,Region,Quantity,Sales,Profit
2021-11-12,Office Supplies,South,8,603.52,122.1
2021-11-12,Furniture,West,7,3627.19,678.59
2021-11-13,Technology,Central,7,8522.24,2840.84
2021-11-13,Office Supplies,South,3,109.93,14.89
2021-11-13,Furniture,South,9,6382.44,1462.96
2021-11-13,Furniture,East,9,3793.43,1482.0
2021-11-13,Technology,South,14,10344.78,3811.19
2021-11-13,Technology,South,6,6372.3,1209.97
2021-11-13,Office Supplies,East,1,96.69,33.93
2021-11-13,Furniture,South,4,1582.72,-42.17
2021-11-14,Office Supplies,Central,10,621.92,67.77
2021-11-14,Furniture,South,12,6187.03,-869.51
2021-11-14,Furniture,West,13,5309.9,1050.7
2021-11-14,Technology,South,2,80.24,17.59
2021-11-14,Furniture,South,12,6883.33,477.34
2021-11-14,Technology,Central,14,12204.17,3020.85
2021-11-14,Technology,East,9,9664.63,1779.92
2021-11-14,Furniture,West,14,4366.27,-439.93
2021-11-14,Office Supplies,East,3,201.71,68.33
2021-11-15,Furniture,West,11,4614.3,1427.4
2021-11-15,Technology,South,6,8814.82,1831.66
2021-11-15,Furniture,West,5,1018.56,456.5
2021-11-15,Furniture,South,14,7566.17,2139.28
2021-11-16,Office Supplies,Central,9,646.79,109.14
2021-11-16,Office Supplies,East,3,225.18,74.21
2021-11-16,Office Supplies,East,12,479.4,179.05
2021-11-16,Technology,West,11,9345.47,2827.6
2021-11-16,Office Supplies,Central,6,194.6,72.99
2021-11-16,Furniture,West,4,2079.93,86.24
2021-11-17,Technology,East,14,9260.87,2931.37
2021-11-17,Office Supplies,South,11,977.72,421.38
2021-11-17,Technology,South,2,2347.15,562.74
2021-11-17,Furniture,South,13,7295.44,3436.13
2021-11-17,Office Supplies,South,14,900.19,274.82
2021-11-18,Technology,East,4,1701.25,464.57
2021-11-18,Furniture,West,8,2890.1,784.36
2021-11-18,Office Supplies,South,12,504.43,262.14
2021-11-18,Furniture,South,5,3549.92,-117.17
2021-11-19,Office Supplies,Central,14,1010.37,303.04
2021-11-19,Office Supplies,South,1,83.74,34.26
2021-11-19,Office Supplies,West,3,254.59,94.11
2021-11-19,Technology,South,12,12905.36,2943.96
2021-11-20,Technology,East,14,12620.33,2615.37
2021-11-20,Technology,West,9,8070.9,2346.9
2021-11-20,Office Supplies,South,14,913.06,340.72
2021-11-20,Technology,West,4,3115.73,812.21
2021-11-20,Technology,West,10,9466.62,1520.97
2021-11-20,Furniture,South,4,2566.37,211.16
2021-11-20,Office Supplies,East,12,1625.83,149.46
2021-11-20,Furniture,East,7,2416.23,-440.87
2021-11-20,Furniture,South,13,2990.92,253.6
2021-11-20,Office Supplies,West,14,983.7,287.99
2021-11-20,Furniture,Central,14,9337.46,1369.4
2021-11-21,Office Supplies,South,14,1065.05,312.68
2021-11-21,Technology,Central,4,2558.25,146.1
2021-11-21,Office Supplies,South,13,1747.81,463.88
2021-11-21,Furniture,South,6,3214.8,891.51
2021-11-21,Furniture,South,1,721.97,13.85
2021-11-22,Technology,South,3,2962.08,257.38
2021-11-22,Furniture,South,7,5509.25,1553.57
2021-11-22,Technology,West,9,7159.97,1405.09
2021-11-22,Furniture,East,6,3151.16,-210.67
2021-11-22,Technology,West,6,4590.73,869.33
2021-11-22,Office Supplies,East,2,183.69,53.23
2021-11-22,Office Supplies,Central,5,375.67,168.67
2021-11-23,Office Supplies,South,1,43.09,11.55
2021-11-23,Technology,Central,11,8744.96,3055.49
2021-11-23,Office Supplies,Central,4,332.95,156.27
2021-11-23,Technology,East,13,4807.72,610.13
2021-11-23,Technology,West,14,12561.61,1454.86
2021-11-23,Technology,South,8,5339.02,397.68
2021-11-23,Technology,Central,6,6299.69,2759.51
2021-11-23,Technology,East,7,3195.83,1034.11
2021-11-23,Furniture,South,6,1219.52,48.62
2021-11-23,Office Supplies,South,10,919.14,305.34
2021-11-23,Furniture,South,3,1482.89,403.17
2021-11-24,Office Supplies,East,6,519.53,187.81
2021-11-24,Office Supplies,East,10,481.47,172.53
2021-11-25,Furniture,Central,13,4519.97,916.3
2021-11-25,Furniture,Central,11,7043.08,1173.46
2021-11-25,Technology,Central,13,7772.84,3305.35
2021-11-25,Furniture,West,6,3471.95,307.34
2021-11-25,Technology,South,11,10860.01,3001.05
2021-11-25,Office Supplies,South,10,783.66,202.03
2021-11-25,Office Supplies,Central,3,283.33,50.37
2021-11-26,Furniture,Central,1,459.91,19.53
2021-11-26,Furniture,West,13,8172.51,-367.54
2021-11-26,Office Supplies,South,10,732.97,281.84
2021-11-27,Furniture,South,1,1037.14,247.91
2021-11-27,Office Supplies,Central,7,785.81,230.19
2021-11-27,Furniture,East,5,3077.12,197.35
2021-11-27,Office Supplies,Central,13,1728.95,633.65
2021-11-27,Furniture,East,4,2231.66,362.27
2021-11-27,Office Supplies,West,2,214.9,120.07
2021-11-27,Technology,Central,7,4041.9,1046.14
2021-11-27,Furniture,Central,3,1660.63,362.14
2021-11-27,Furniture,West,8,4132.32,590.81
2021-11-27,Technology,West,12,7709.42,1346.1
2021-11-28,Furniture,Central,13,7676.8,1474.01
2021-11-28,Office Supplies,Central,12,1237.61,375.03
2021-11-28,Office Supplies,Central,14,694.28,134.76
2021-11-28,Technology,West,1,1066.22,143.87
2021-11-28,Technology,West,10,5943.74,639.9
2021-11-28,Furniture,West,1,449.59,15.46
2021-11-29,Furniture,South,13,8384.57,-371.34
2021-11-29,Office Supplies,South,6,125.56,38.03
2021-11-29,Furniture,South,4,1413.9,32.58
2021-11-29,Furniture,South,5,2518.77,687.77
2021-11-29,Technology,West,10,7167.24,1399.33
2021-11-29,Technology,East,3,1362.12,286.39
2021-11-30,Office Supplies,Central,9,985.68,447.29
2021-11-30,Office Supplies,West,4,273.19,119.33
2021-11-30,Office Supplies,West,9,520.26,134.21
2021-11-30,Technology,West,14,12421.48,4481.75
2021-11-30,Office Supplies,West,6,991.08,252.56
2021-11-30,Furniture,South,10,4310.64,217.97
2021-11-30,Office Supplies,West,4,512.44,186.98
2021-12-01,Furniture,West,14,5028.99,-969.09
2021-12-01,Technology,East,10,7712.39,1053.68
2021-12-01,Furniture,Central,12,7516.93,3253.31
2021-12-01,Furniture,South,13,5110.92,-121.62
2021-12-01,Furniture,West,8,4785.78,1899.61
2021-12-01,Office Supplies,Central,7,469.74,121.71
2021-12-01,Furniture,Central,11,7067.18,2996.71
2021-12-01,Office Supplies,Central,1,163.06,58.86
2021-12-01,Technology,Central,2,3043.46,346.78
2021-12-01,Office Supplies,East,7,430.69,138.18
2021-12-02,Furniture,Central,8,3534.07,458.39
2021-12-02,Furniture,South,4,2802.47,454.47
2021-12-02,Office Supplies,South,9,342.13,106.04
2021-12-02,Technology,Central,13,12127.21,740.61
2021-12-02,Technology,Central,2,1014.16,6.89
2021-12-02,Office Supplies,Central,5,249.85,55.62
2021-12-02,Office Supplies,West,12,619.28,135.65
2021-12-02,Office Supplies,West,4,347.55,121.0
2021-12-02,Office Supplies,South,3,234.87,105.95
2021-12-03,Office Supplies,East,3,238.77,114.08
2021-12-03,Office Supplies,South,10,1115.42,174.7
2021-12-03,Technology,East,11,10247.78,1790.95
2021-12-03,Technology,Central,6,598.95,195.78
2021-12-03,Furniture,Central,3,1808.68,-371.55
2021-12-04,Office Supplies,West,10,507.49,152.26
2021-12-04,Technology,East,13,11972.95,5.35
2021-12-04,Technology,South,14,14767.01,3365.11
2021-12-04,Furniture,West,9,4884.62,1603.94
2021-12-04,Technology,East,1,818.59,138.9
2021-12-04,Technology,West,10,7608.18,2028.25
2021-12-04,Furniture,East,10,4369.41,1263.36
2021-12-04,Furniture,East,5,1231.54,-13.97
2021-12-05,Office Supplies,West,9,313.75,78.97
2021-12-05,Furniture,South,11,3050.57,181.22
2021-12-05,Furniture,West,11,2140.32,-88.08
2021-12-06,Furniture,East,10,3343.92,1007.95
2021-12-06,Technology,South,13,8823.32,983.97
2021-12-06,Technology,West,12,10868.04,3302.62
2021-12-06,Office Supplies,West,6,277.61,90.52
2021-12-06,Furniture,West,12,2650.82,1086.74
2021-12-07,Technology,West,4,858.78,144.56
2021-12-07,Office Supplies,South,14,1597.32,283.62
2021-12-07,Office Supplies,South,10,910.95,224.2
2021-12-07,Furniture,Central,1,357.17,188.95
2021-12-07,Furniture,Central,3,1508.52,-138.91
2021-12-07,Office Supplies,East,8,894.38,393.39
2021-12-07,Furniture,South,8,3257.92,138.98
2021-12-07,Furniture,West,7,3276.26,446.17
2021-12-08,Technology,East,4,2334.74,-98.38
2021-12-08,Technology,Central,11,11822.87,1274.31
2021-12-08,Furniture,West,10,7505.71,2981.51
2021-12-08,Technology,West,12,9633.97,1237.23
2021-12-08,Technology,South,13,10621.04,3401.34
2021-12-08,Office Supplies,Central,13,1738.89,528.59
2021-12-09,Technology,South,3,2633.42,658.82
2021-12-09,Technology,South,14,16652.69,3118.78
2021-12-09,Furniture,East,7,1702.87,600.29
2021-12-09,Office Supplies,West,11,1242.11,432.59
2021-12-09,Furniture,Central,4,2268.38,767.01
2021-12-10,Office Supplies,South,5,232.91,129.51
2021-12-10,Technology,Central,12,6851.96,938.74
2021-12-10,Technology,East,12,7471.51,1241.09
2021-12-10,Technology,East,6,2505.99,352.73
2021-12-11,Technology,Central,6,3158.86,1002.23
2021-12-11,Technology,West,6,5096.01,1530.19
2021-12-11,Office Supplies,South,12,1640.78,551.41
2021-12-11,Technology,East,14,7627.51,2643.22
2021-12-11,Office Supplies,West,11,1080.42,378.74
2021-12-11,Furniture,East,7,4579.88,1118.4
2021-12-12,Office Supplies,South,7,523.84,157.71
2021-12-12,Technology,East,9,8892.27,2010.25
2021-12-12,Technology,West,2,1525.27,329.56
2021-12-12,Office Supplies,West,8,368.99,135.84
2021-12-12,Office Supplies,West,14,1295.98,537.58
2021-12-13,Office Supplies,West,14,763.98,184.51
2021-12-13,Furniture,East,3,1009.07,90.47
2021-12-13,Furniture,West,9,4138.04,1647.54
2021-12-13,Office Supplies,East,9,809.58,133.45
2021-12-14,Technology,South,11,6792.98,1170.08
2021-12-14,Technology,West,9,8454.73,3814.4
2021-12-14,Furniture,Central,6,4141.66,-561.64
2021-12-14,Technology,West,8,8795.16,2460.97
2021-12-15,Office Supplies,South,9,931.56,495.83
2021-12-15,Furniture,West,14,6759.12,573.63
2021-12-15,Technology,Central,5,3638.33,1181.64
2021-12-15,Furniture,West,6,2982.87,1165.43
2021-12-15,Office Supplies,West,1,86.91,35.3
2021-12-15,Furniture,West,1,658.34,266.67
2021-12-15,Technology,South,1,16.5,1.92
2021-12-15,Furniture,East,7,433.34,264.25
2021-12-15,Office Supplies,Central,2,177.09,21.42
2021-12-16,Technology,Central,7,3919.28,1501.27
2021-12-16,Office Supplies,West,5,450.95,102.9
2021-12-16,Technology,East,14,6300.13,1629.87
2021-12-16,Furniture,West,11,5600.9,-1925.92
2021-12-16,Technology,West,12,13215.35,3599.6
2021-12-16,Technology,West,8,10653.28,1210.67
2021-12-16,Office Supplies,West,4,274.54,74.62
2021-12-16,Furniture,West,14,4527.15,2213.95
2021-12-17,Technology,West,7,6145.96,2066.35
2021-12-17,Office Supplies,East,12,473.02,91.64
2021-12-17,Furniture,West,7,213.53,12.69
2021-12-17,Technology,East,2,2206.93,363.85
2021-12-18,Furniture,West,5,2358.09,649.81
2021-12-18,Technology,West,6,3122.32,540.32
2021-12-18,Furniture,East,9,4622.27,505.38
2021-12-19,Technology,South,4,2120.26,341.79
2021-12-19,Technology,Central,11,11860.95,2370.16
2021-12-19,Office Supplies,West,12,635.31,238.66
2021-12-19,Furniture,West,11,4238.78,-922.78
2021-12-19,Furniture,West,14,12843.8,1037.62
2021-12-19,Furniture,Central,8,1591.73,331.0
2021-12-20,Technology,East,2,1343.49,460.0
2021-12-20,Technology,Central,14,9669.51,2521.09
2021-12-20,Furniture,Central,12,7767.5,-32.05
2021-12-20,Furniture,West,4,1330.13,-77.82
2021-12-21,Office Supplies,West,12,1029.9,289.64
2021-12-21,Office Supplies,South,14,776.98,395.67
2021-12-21,Furniture,East,8,3412.69,-337.98
2021-12-21,Office Supplies,Central,1,95.16,20.19
2021-12-22,Office Supplies,Central,7,496.18,99.42
2021-12-22,Furniture,West,10,5130.5,1257.76
2021-12-22,Office Supplies,West,12,565.88,161.71
2021-12-22,Technology,South,8,6209.31,2303.51
2021-12-22,Technology,West,4,3402.12,982.96
2021-12-22,Office Supplies,West,13,1262.25,283.92
2021-12-22,Technology,South,9,1641.39,488.88
2021-12-22,Technology,West,12,13292.68,3187.65
2021-12-22,Office Supplies,East,8,900.93,308.27
2021-12-22,Technology,East,1,1099.94,150.66
2021-12-23,Office Supplies,South,8,1201.53,277.1
2021-12-23,Furniture,East,2,949.91,-68.39
2021-12-23,Technology,East,9,13370.71,2733.06
2021-12-23,Office Supplies,East,8,695.69,186.01
2021-12-23,Technology,South,8,8162.65,1616.9
2021-12-23,Technology,Central,3,1776.3,308.97
2021-12-24,Technology,East,10,10787.8,1588.62
2021-12-24,Furniture,East,12,4911.04,-2041.32
2021-12-24,Technology,East,12,13667.74,2232.62
2021-12-24,Technology,South,11,7820.28,2167.66
2021-12-24,Office Supplies,Central,4,292.41,58.56
2021-12-24,Furniture,South,8,7528.0,405.52
2021-12-25,Technology,West,14,22831.06,3497.43
2021-12-25,Furniture,Central,3,2427.55,1032.17
2021-12-25,Technology,West,6,6278.63,1463.02
2021-12-25,Furniture,West,5,1012.25,356.7
2021-12-25,Office Supplies,East,7,516.99,34.32
2021-12-25,Furniture,West,1,387.51,-105.92
2021-12-25,Technology,West,10,11150.75,1174.74
2021-12-25,Office Supplies,West,7,404.08,153.26
2021-12-26,Technology,Central,10,8411.24,1716.39
2021-12-26,Office Supplies,East,3,274.82,139.81
2021-12-26,Office Supplies,South,7,697.78,134.01
2021-12-26,Furniture,West,12,3461.64,361.12
2021-12-26,Technology,East,6,2435.55,778.44
2021-12-26,Furniture,South,12,6407.72,-562.8
2021-12-27,Furniture,Central,12,6523.76,397.0
2021-12-27,Office Supplies,South,4,362.16,69.17
2021-12-27,Technology,East,12,13958.1,4060.33
2021-12-27,Furniture,South,12,9208.13,-237.96
2021-12-27,Furniture,East,7,3191.9,242.83
2021-12-28,Office Supplies,Central,10,825.38,304.71
2021-12-28,Furniture,Central,7,3481.49,-316.08
2021-12-28,Furniture,West,8,3026.18,1640.1
2021-12-28,Technology,Central,6,2844.56,859.52
2021-12-28,Furniture,Central,3,1983.54,403.85
2021-12-28,Furniture,West,3,1334.35,49.92
2021-12-28,Furniture,South,5,2828.73,718.76
2021-12-28,Furniture,Central,11,5026.12,-298.54
2021-12-29,Office Supplies,East,6,190.66,69.95
2021-12-29,Furniture,Central,3,2272.25,-31.42
2021-12-29,Office Supplies,Central,14,1846.81,897.13
2021-12-29,Furniture,West,13,8509.04,-379.63
2021-12-30,Technology,West,10,10311.9,2892.43
2021-12-30,Furniture,Central,5,2510.5,787.02
2021-12-30,Office Supplies,South,11,1559.72,536.46
2021-12-30,Technology,East,13,7277.85,3459.33
2021-12-31,Office Supplies,South,8,906.1,250.4
2021-12-31,Office Supplies,South,8,503.07,93.32
2021-12-31,Office Supplies,South,1,16.5,6.8
2021-12-31,Technology,South,8,7172.04,1216.84
2022-01-01,Technology,Central,6,3169.83,479.32
2022-01-01,Furniture,West,9,3383.12,1141.07
2022-01-01,Furniture,West,6,2865.07,502.68
2022-01-01,Furniture,Central,5,2302.89,525.45
2022-01-01,Furniture,West,2,215.7,48.3
2022-01-01,Technology,South,2,1158.71,157.29
2022-01-01,Furniture,Central,1,190.11,26.86
2022-01-02,Technology,West,3,2087.49,615.29
2022-01-02,Furniture,East,3,852.51,-154.17
2022-01-02,Office Supplies,West,12,887.94,257.93
2022-01-02,Furniture,West,5,2611.79,489.52
2022-01-02,Office Supplies,Central,12,689.36,170.55
2022-01-02,Technology,West,4,2394.19,317.61
2022-01-02,Technology,West,6,325.34,27.06
2022-01-02,Technology,South,1,195.41,61.59
2022-01-02,Furniture,East,5,1372.04,623.08
2022-01-03,Technology,South,6,3118.62,549.1
2022-01-03,Office Supplies,West,8,298.17,80.15
2022-01-03,Technology,Central,1,846.49,228.03
2022-01-03,Furniture,South,13,4035.86,1343.94
2022-01-03,Furniture,South,14,4727.87,-163.57
2022-01-03,Technology,East,13,8814.33,2105.02
2022-01-03,Furniture,South,2,727.75,97.46
2022-01-03,Technology,East,2,707.26,289.89
2022-01-04,Office Supplies,South,3,180.45,95.11
2022-01-04,Office Supplies,Central,11,399.52,143.53
2022-01-04,Office Supplies,South,12,655.9,242.47
2022-01-04,Technology,West,7,2723.58,495.24
2022-01-04,Technology,South,10,6612.04,1933.74
2022-01-04,Technology,Central,14,10535.89,1474.58
2022-01-04,Office Supplies,West,6,440.69,70.21
2022-01-04,Office Supplies,West,7,249.7,24.31
2022-01-05,Furniture,East,4,1154.82,-134.62
2022-01-05,Technology,West,10,2978.65,617.5
2022-01-05,Technology,West,2,606.16,86.96
2022-01-05,Furniture,West,13,3164.42,608.87
2022-01-05,Office Supplies,West,6,251.78,108.91
2022-01-05,Office Supplies,West,12,476.04,224.79
2022-01-05,Office Supplies,Central,12,617.18,174.43
2022-01-06,Furniture,Central,9,3175.34,-1572.45
2022-01-06,Office Supplies,Central,7,393.28,79.43
2022-01-06,Technology,South,8,5369.93,667.59
2022-01-06,Furniture,Central,8,1740.15,202.55
2022-01-07,Furniture,Central,11,2648.49,968.32
2022-01-07,Office Supplies,Central,6,313.75,47.57
2022-01-07,Office Supplies,Central,8,466.94,120.0
2022-01-07,Office Supplies,East,3,102.71,11.64
2022-01-07,Office Supplies,South,4,285.88,87.54
2022-01-08,Furniture,West,2,391.16,22.95
2022-01-08,Technology,Central,13,6602.29,696.62
2022-01-08,Furniture,West,2,595.82,-25.29
2022-01-08,Office Supplies,Central,5,193.18,78.71
2022-01-08,Furniture,East,10,2531.39,685.7
2022-01-08,Office Supplies,West,3,139.55,75.0
2022-01-08,Furniture,East,7,1989.01,-370.26
2022-01-09,Office Supplies,West,12,619.62,204.3
2022-01-09,Office Supplies,West,3,77.49,16.42
2022-01-09,Technology,Central,9,2839.36,248.14
2022-01-09,Office Supplies,East,3,226.21,58.38
2022-01-09,Office Supplies,West,3,133.94,58.4
2022-01-09,Office Supplies,South,12,702.85,156.92
2022-01-09,Office Supplies,East,10,534.97,257.02
2022-01-10,Technology,Central,4,2881.75,622.83
2022-01-10,Furniture,West,7,2160.17,-183.46
2022-01-10,Technology,East,12,910.66,368.1
2022-01-10,Technology,West,2,1168.74,190.43
2022-01-10,Technology,East,10,5362.23,64.11
2022-01-10,Technology,Central,3,1072.91,263.76
2022-01-11,Technology,Central,8,4014.37,899.65
2022-01-11,Office Supplies,Central,7,247.55,68.22
2022-01-11,Office Supplies,West,11,105.6,57.22
2022-01-11,Furniture,West,7,2275.61,134.5
2022-01-11,Technology,West,8,4330.79,1582.3
2022-01-11,Office Supplies,East,10,338.68,91.07
2022-01-11,Office Supplies,West,7,200.85,52.88
2022-01-11,Technology,South,12,7769.83,1696.42
2022-01-11,Office Supplies,South,13,365.08,80.88
2022-01-12,Technology,Central,1,619.12,151.59
2022-01-12,Office Supplies,West,4,273.92,114.21
2022-01-12,Technology,Central,12,4840.11,1406.96
2022-01-12,Furniture,Central,9,2295.92,59.03
2022-01-13,Technology,South,7,2164.86,639.78
2022-01-13,Office Supplies,East,10,357.31,68.59
2022-01-13,Technology,Central,10,3351.7,226.31
2022-01-13,Technology,East,11,7380.07,2141.9
2022-01-13,Office Supplies,South,2,50.98,6.38
2022-01-13,Technology,Central,8,3502.98,782.89
2022-01-13,Office Supplies,West,1,65.58,21.83
2022-01-14,Technology,East,7,2463.76,541.51
2022-01-14,Furniture,East,9,2774.99,296.33
2022-01-14,Furniture,East,3,1388.87,-124.11
2022-01-14,Furniture,Central,4,917.43,184.31
2022-01-14,Office Supplies,Central,11,508.17,211.55
2022-01-14,Furniture,West,14,3297.26,150.58
2022-01-15,Technology,South,14,7973.47,2728.73
2022-01-15,Furniture,East,2,699.36,-107.92
2022-01-15,Office Supplies,South,6,380.73,197.61
2022-01-15,Furniture,Central,5,1273.55,-21.85
2022-01-15,Office Supplies,West,3,201.63,46.97
2022-01-15,Furniture,East,3,991.08,63.83
2022-01-15,Technology,South,8,4137.07,852.11
2022-01-15,Office Supplies,South,6,363.52,174.7
2022-01-15,Technology,East,11,3489.8,470.39
2022-01-15,Technology,East,8,7399.46,676.23
2022-01-15,Furniture,South,5,770.97,105.49
2022-01-16,Technology,South,12,1758.58,411.24
2022-01-16,Office Supplies,East,9,439.99,164.95
2022-01-16,Furniture,Central,9,3354.39,1024.75
2022-01-17,Technology,Central,12,3341.0,758.15
2022-01-17,Technology,West,9,3994.79,757.58
2022-01-17,Office Supplies,West,9,520.01,123.97
2022-01-17,Technology,West,7,3655.51,689.8
2022-01-17,Furniture,West,1,245.98,33.55
2022-01-17,Furniture,East,10,2198.38,506.54
2022-01-18,Furniture,East,11,4563.2,-1016.59
2022-01-18,Technology,South,6,2399.35,808.77
2022-01-18,Office Supplies,East,9,128.41,22.23
2022-01-18,Furniture,Central,2,409.85,39.69
2022-01-18,Office Supplies,Central,3,125.02,20.45
2022-01-18,Office Supplies,East,6,365.58,115.59
2022-01-18,Furniture,East,4,1072.52,-113.91
2022-01-19,Technology,South,11,7297.78,585.62
2022-01-19,Technology,East,7,4146.94,136.3
2022-01-19,Furniture,East,7,3103.34,1547.56
2022-01-20,Furniture,West,1,249.34,-0.35
2022-01-20,Technology,East,11,7502.27,1573.55
2022-01-20,Furniture,West,14,2260.07,497.63
2022-01-20,Office Supplies,East,13,253.58,70.79
2022-01-20,Office Supplies,South,3,110.91,42.94
2022-01-20,Office Supplies,West,2,110.25,33.28
2022-01-20,Office Supplies,Central,13,509.25,135.51
2022-01-20,Furniture,East,1,446.35,140.21
2022-01-21,Technology,West,7,4025.97,469.83
2022-01-21,Office Supplies,East,12,797.44,105.81
2022-01-21,Office Supplies,South,14,519.37,182.43
2022-01-21,Office Supplies,Central,11,269.12,41.33
2022-01-21,Technology,Central,6,4261.59,838.56
2022-01-22,Furniture,East,5,1928.94,525.1
2022-01-22,Office Supplies,East,10,377.67,137.47
2022-01-22,Office Supplies,South,6,310.19,88.59
2022-01-22,Office Supplies,Central,5,228.01,68.76
2022-01-22,Office Supplies,East,1,32.0,13.01
2022-01-23,Technology,West,13,7550.06,1380.97
2022-01-23,Furniture,Central,8,760.52,-7.46
2022-01-23,Furniture,West,7,1234.51,35.2
2022-01-23,Technology,Central,3,1570.31,489.61
2022-01-23,Technology,Central,12,7414.11,2976.11
2022-01-23,Office Supplies,South,1,46.55,16.36
2022-01-24,Technology,South,9,1543.79,386.78
2022-01-24,Office Supplies,South,8,548.87,212.39
2022-01-24,Furniture,South,8,2121.43,11.41
2022-01-24,Furniture,Central,3,774.99,140.25
2022-01-24,Office Supplies,West,8,275.46,102.46
2022-01-25,Technology,East,14,3597.13,617.58
2022-01-25,Technology,West,3,1255.32,174.8
2022-01-25,Technology,West,3,1028.7,326.96
2022-01-25,Office Supplies,East,10,419.97,92.56
2022-01-25,Furniture,East,13,4146.75,-271.39
2022-01-25,Office Supplies,South,7,645.88,128.17
2022-01-25,Furniture,West,8,3782.35,145.05
2022-01-25,Technology,East,12,5606.9,920.61
2022-01-25,Furniture,West,1,286.37,57.56
2022-01-25,Furniture,East,1,334.53,13.26
2022-01-26,Furniture,West,6,1050.78,96.35
2022-01-26,Furniture,East,11,2473.33,670.04
2022-01-26,Technology,East,6,2364.64,674.4
2022-01-26,Furniture,West,12,5055.74,649.54
2022-01-26,Technology,Central,1,390.05,48.41
2022-01-26,Furniture,Central,4,1403.4,298.98
2022-01-26,Technology,South,10,7335.19,825.62
2022-01-27,Office Supplies,West,2,76.68,15.23
2022-01-27,Office Supplies,West,1,41.34,8.77
2022-01-27,Office Supplies,South,13,353.53,142.77
2022-01-27,Office Supplies,West,4,196.86,53.63
2022-01-27,Office Supplies,Central,10,335.37,137.65
2022-01-27,Furniture,West,9,3973.14,1034.71
2022-01-28,Technology,South,12,6947.24,809.85
2022-01-28,Furniture,East,1,333.43,74.45
2022-01-28,Office Supplies,West,11,572.11,59.52
2022-01-28,Furniture,South,1,173.0,47.99
2022-01-28,Technology,South,5,1314.61,344.78
2022-01-29,Office Supplies,Central,11,313.65,75.3
2022-01-29,Office Supplies,South,8,658.12,223.94
2022-01-29,Technology,Central,6,2673.5,505.29
2022-01-29,Technology,South,10,4737.11,690.0
2022-01-29,Furniture,West,1,412.97,170.27
2022-01-29,Office Supplies,West,9,517.77,99.44
2022-01-29,Technology,East,4,1698.7,365.3
2022-01-29,Technology,South,12,9350.44,2489.37
2022-01-29,Technology,South,3,1348.33,173.07
2022-01-29,Office Supplies,Central,3,114.73,32.72
2022-01-29,Furniture,East,5,1701.34,-202.29
2022-01-30,Technology,South,4,3373.2,376.54
2022-01-30,Office Supplies,South,11,620.98,135.17
2022-01-30,Furniture,East,1,454.84,-43.22
2022-01-30,Technology,East,12,8513.39,405.93
2022-01-31,Technology,West,3,965.02,90.83
2022-01-31,Furniture,Central,12,2750.47,473.91
2022-01-31,Technology,East,7,3799.37,721.35
2022-01-31,Office Supplies,West,13,432.8,109.88
2022-02-01,Technology,West,9,4998.47,1226.42
2022-02-01,Furniture,West,6,2096.31,583.97
2022-02-01,Office Supplies,South,3,95.9,48.81
2022-02-01,Technology,West,7,4138.64,1412.12
2022-02-01,Office Supplies,Central,10,96.0,29.1
2022-02-01,Technology,East,7,1793.65,622.51
2022-02-01,Furniture,East,1,302.09,50.14
2022-02-01,Office Supplies,East,10,463.03,121.78
2022-02-02,Furniture,Central,6,1828.44,644.16
2022-02-02,Furniture,Central,11,2154.4,118.53
2022-02-02,Technology,West,1,110.35,30.09
2022-02-02,Furniture,Central,7,2656.42,106.32
2022-02-02,Office Supplies,Central,14,380.15,115.18
2022-02-02,Furniture,East,3,1092.52,-272.81
2022-02-02,Furniture,Central,13,3963.08,1090.25
2022-02-02,Office Supplies,Central,2,90.24,15.66
2022-02-02,Office Supplies,South,7,312.22,68.74
2022-02-02,Furniture,East,10,4478.86,1356.53
2022-02-02,Technology,West,6,4122.83,-65.66
2022-02-03,Furniture,Central,7,1115.44,3.19
2022-02-03,Technology,Central,2,1163.68,186.38
2022-02-03,Furniture,West,1,372.24,63.41
2022-02-03,Office Supplies,South,5,270.72,43.13
2022-02-03,Furniture,South,3,820.43,124.16
2022-02-03,Furniture,South,14,2423.88,-935.68
2022-02-03,Furniture,South,1,395.61,103.3
2022-02-03,Technology,Central,8,3433.95,420.93
2022-02-04,Furniture,Central,8,1085.04,63.51
2022-02-04,Technology,South,10,6065.75,1781.86
2022-02-04,Office Supplies,South,10,438.53,146.2
2022-02-04,Furniture,East,10,4298.78,-15.71
2022-02-04,Technology,East,4,3372.08,912.84
2022-02-04,Furniture,East,2,374.37,94.15
2022-02-04,Technology,East,1,500.74,54.75
2022-02-04,Technology,Central,12,9339.48,2227.57
2022-02-04,Technology,East,14,6506.6,1105.82
2022-02-04,Technology,West,8,2227.7,346.02
2022-02-04,Office Supplies,East,3,200.9,69.5
2022-02-05,Technology,Central,11,4599.81,1136.65
2022-02-05,Office Supplies,West,10,858.17,168.33
2022-02-05,Technology,Central,6,4056.72,1144.95
2022-02-05,Office Supplies,South,13,356.39,2.8
2022-02-05,Furniture,East,2,583.47,83.01
2022-02-05,Office Supplies,East,3,99.87,18.7
2022-02-05,Furniture,Central,8,2528.39,310.91
2022-02-05,Furniture,East,4,1330.27,295.09
2022-02-05,Office Supplies,South,11,552.07,121.82
2022-02-05,Technology,East,1,481.92,63.19
2022-02-06,Office Supplies,Central,6,155.73,75.35
2022-02-06,Office Supplies,East,12,398.01,117.09
