Order Date,Sales,Profit,Quantity,year,month,day,day_of_week,is_weekend,is_holiday,sales_lag_1,sales_lag_7,sales_lag_30,rolling_mean_7d,rolling_mean_30d
2015-04-25,920.946,118.5812,23,2015,4,25,5,1,0,25.99,2006.96,4623.37,502.51828571428626,880.6517333333334
2015-04-26,2090.1055,-134.89960000000002,27,2015,4,26,6,1,0,920.946,329.96,83.7,753.9676428571435,947.5319166666667
2015-04-27,2719.59,978.3105,21,2015,4,27,0,0,0,2090.1055,1194.726,243.344,971.8053571428578,1030.07345
2015-04-28,4044.362,1911.4571,14,2015,4,28,1,0,0,2719.59,893.0899999999999,1559.0800000000002,1421.9870714285719,1112.9161833333335
2015-04-29,7.968,2.8884,2,2015,4,29,2,0,0,4044.362,152.916,571.224,1401.280214285715,1094.1409833333332
2015-04-30,1571.695,-170.3311,40,2015,4,30,3,0,0,7.968,0.0,200.716,1625.808071428572,1139.8402833333334
2015-05-01,450.94,66.2234,21,2015,5,1,4,0,1,1571.695,25.99,0.0,1686.515214285715,1154.8716166666668
2015-05-02,167.232,16.8468,6,2015,5,2,5,1,0,450.94,920.946,299.22,1578.8417857142865,1150.4720166666666
2015-05-03,2198.76,255.4643,45,2015,5,3,6,1,0,167.232,2090.1055,0.0,1594.3638571428578,1223.7640166666667
2015-05-04,1121.362,157.50220000000002,23,2015,5,4,0,0,0,2198.76,2719.59,1484.598,1366.045571428572,1211.65615
2015-05-05,0.0,0.0,0,2015,5,5,1,0,0,1121.362,4044.362,2974.058,788.279571428572,1112.5208833333334
2015-05-06,0.0,0.0,0,2015,5,6,2,0,0,0.0,7.968,140.004,787.1412857142861,1107.8540833333334
2015-05-07,305.622,-4.981000000000002,8,2015,5,7,3,0,0,0.0,1571.695,907.436,606.2737142857148,1087.7936166666668
2015-05-08,3981.968,1241.9831,36,2015,5,8,4,0,0,305.622,450.94,0.0,1110.7062857142862,1220.5258833333332
2015-05-09,48.81,23.9169,3,2015,5,9,5,1,1,3981.968,167.232,757.992,1093.7888571428578,1196.8864833333334
2015-05-10,154.442,-190.8586,11,2015,5,10,6,1,1,48.81,2198.76,169.54199999999997,801.743428571429,1196.3831500000001
2015-05-11,191.968,16.7972,7,2015,5,11,0,0,0,154.442,1121.362,1328.346,668.9728571428576,1158.5038833333333
2015-05-12,1060.35,147.6039,34,2015,5,12,1,0,1,191.968,0.0,40.74,820.4514285714291,1192.4908833333332
2015-05-13,238.384,22.2788,6,2015,5,13,2,0,0,1060.35,0.0,3192.6780000000003,854.5062857142863,1094.0144166666666
2015-05-14,3141.1995,320.8918,46,2015,5,14,3,0,0,238.384,305.622,35.208,1259.5887857142861,1197.5474666666667
2015-05-15,69.908,-1.6029999999999998,5,2015,5,15,4,0,0,3141.1995,3981.968,0.0,700.7230714285721,1199.8777333333335
2015-05-16,255.968,31.996,4,2015,5,16,5,1,0,69.908,48.81,4161.972,730.3170714285719,1069.6776
2015-05-17,134.46800000000002,-13.745200000000004,22,2015,5,17,6,1,0,255.968,154.442,2745.106,727.4636428571433,982.6563333333332
2015-05-18,10.86,5.3214,2,2015,5,18,0,0,0,134.46800000000002,191.968,2006.96,701.5910714285719,916.1196666666667
2015-05-19,0.0,0.0,0,2015,5,19,1,0,0,10.86,1060.35,329.96,550.1125000000005,905.121
2015-05-20,169.54399999999998,15.4792,8,2015,5,20,2,0,0,0.0,238.384,1194.726,540.2782142857149,870.9482666666667
2015-05-21,72.332,-62.22239999999999,14,2015,5,21,3,0,0,169.54399999999998,3141.1995,893.0899999999999,101.86857142857194,843.5896666666667
2015-05-22,3862.098,425.8189,22,2015,5,22,4,0,0,72.332,69.908,152.916,643.6100000000005,967.2290666666667
2015-05-23,1304.956,367.8272,31,2015,5,23,5,1,0,3862.098,255.968,0.0,793.465428571429,1010.7276
2015-05-24,610.3069999999999,-176.59189999999998,13,2015,5,24,6,1,1,1304.956,134.46800000000002,25.99,861.4424285714291,1030.2048333333335
2015-05-25,1739.418,265.8343,36,2015,5,25,0,0,0,610.3069999999999,10.86,920.946,1108.379285714286,1057.4872333333333
2015-05-26,982.564,9.36,23,2015,5,26,1,0,0,1739.418,0.0,2090.1055,1248.7455714285718,1020.5691833333334
2015-05-27,0.0,0.0,0,2015,5,27,2,0,0,982.564,169.54399999999998,2719.59,1224.5250000000003,929.9161833333334
2015-05-28,794.146,244.0794,30,2015,5,28,3,0,0,0.0,72.332,4044.362,1327.6412857142861,821.57565
2015-05-29,1204.842,166.11509999999998,31,2015,5,29,4,0,0,794.146,3862.098,7.968,948.0332857142861,861.4714499999999
2015-05-30,681.1,87.6252,12,2015,5,30,5,1,0,1204.842,1304.956,1571.695,858.9110000000006,831.78495
2015-05-31,5178.138,1228.906,76,2015,5,31,6,1,0,681.1,610.3069999999999,450.94,1511.4582857142864,989.3582166666667
2015-06-01,834.1980000000001,300.47860000000003,37,2015,6,1,0,0,0,5178.138,1739.418,167.232,1382.1411428571434,1011.5904166666667
2015-06-02,0.0,0.0,0,2015,6,2,1,0,0,834.1980000000001,982.564,2198.76,1241.7748571428579,938.2984166666666
2015-06-03,0.0,0.0,0,2015,6,3,2,0,0,0.0,0.0,1121.362,1241.7748571428579,900.9196833333333
2015-06-04,1192.31,464.8084,16,2015,6,4,3,0,0,0.0,794.146,0.0,1298.6554285714294,940.66335
2015-06-05,1533.198,173.934,11,2015,6,5,4,0,0,1192.31,1204.842,0.0,1345.563428571429,991.76995
2015-06-06,0.0,0.0,0,2015,6,6,5,1,0,1533.198,681.1,305.622,1248.2634285714291,981.5825499999999
2015-06-07,59.768,0.4979999999999986,17,2015,6,7,6,1,0,0.0,5178.138,3981.968,517.0677142857148,850.8425499999998
2015-06-08,1083.112,-296.34939999999995,40,2015,6,8,0,0,0,59.768,834.1980000000001,48.81,552.6268571428576,885.3192833333334
2015-06-09,797.116,86.0064,25,2015,6,9,1,0,0,1083.112,0.0,154.442,666.5005714285719,906.74175
2015-06-10,0.0,0.0,0,2015,6,10,2,0,0,797.116,0.0,191.968,666.5005714285719,900.3428166666667
2015-06-11,3373.5640000000003,-60.60040000000001,47,2015,6,11,3,0,0,0.0,1192.31,1060.35,978.1082857142864,977.44995
2015-06-12,174.476,27.745800000000003,15,2015,6,12,4,0,0,3373.5640000000003,1533.198,238.384,784.0051428571434,975.3196833333334
2015-06-13,1128.898,395.6941000000001,28,2015,6,13,5,1,0,174.476,0.0,3141.1995,945.2762857142862,908.2429666666667
2015-06-14,51.072,5.1072,6,2015,6,14,6,1,0,1128.898,59.768,69.908,944.0340000000006,907.6150999999999
2015-06-15,734.144,-20.1443,18,2015,6,15,0,0,0,51.072,1083.112,255.968,894.1814285714291,923.5543
2015-06-16,3443.904,1173.3926,15,2015,6,16,1,0,0,734.144,797.116,134.46800000000002,1272.2940000000006,1033.8688333333334
2015-06-17,0.0,0.0,0,2015,6,17,2,0,0,3443.904,0.0,10.86,1272.2940000000006,1033.5068333333334
2015-06-18,1883.087,344.1388,46,2015,6,18,3,0,0,0.0,3373.5640000000003,0.0,1059.3687142857148,1096.2764
2015-06-19,446.346,101.6172,15,2015,6,19,4,0,0,1883.087,174.476,169.54399999999998,1098.2072857142862,1105.5031333333334
2015-06-20,829.544,255.459,18,2015,6,20,5,1,0,446.346,1128.898,72.332,1055.442428571429,1130.7435333333333
2015-06-21,107.976,37.7916,3,2015,6,21,6,1,0,829.544,51.072,3862.098,1063.571571428572,1005.6061333333333
2015-06-22,2018.953,-66.72129999999999,13,2015,6,22,0,0,0,107.976,734.144,1304.956,1247.1157142857148,1029.4060333333334
2015-06-23,836.9580000000001,154.5192,19,2015,6,23,1,0,1,2018.953,3443.904,610.3069999999999,874.6948571428576,1036.9610666666665
2015-06-24,0.0,0.0,0,2015,6,24,2,0,0,836.9580000000001,0.0,1739.418,874.6948571428576,978.9804666666666
2015-06-25,857.08,88.38629999999999,37,2015,6,25,3,0,1,0.0,1883.087,982.564,728.1224285714292,974.7976666666667
2015-06-26,1592.196,308.0027,30,2015,6,26,4,0,0,857.08,446.346,0.0,891.8152857142862,1027.8708666666666
2015-06-27,0.0,0.0,0,2015,6,27,5,1,0,1592.196,829.544,794.146,773.3090000000005,1001.3993333333334
2015-06-28,1386.466,-225.4028,22,2015,6,28,6,1,0,0.0,107.976,1204.842,955.950428571429,1007.4534666666666
2015-06-29,432.926,87.1955,8,2015,6,29,0,0,0,1386.466,2018.953,681.1,729.3751428571434,999.181
2015-06-30,0.0,0.0,0,2015,6,30,1,0,0,432.926,836.9580000000001,5178.138,609.8097142857148,826.5764
2015-07-01,0.0,0.0,0,2015,7,1,2,0,0,0.0,0.0,834.1980000000001,609.8097142857148,798.7698
2015-07-02,1631.902,-50.82449999999999,46,2015,7,2,3,0,0,0.0,857.08,0.0,720.498571428572,853.1665333333333
2015-07-03,823.982,179.0167,17,2015,7,3,4,0,1,1631.902,1592.196,0.0,610.7537142857148,880.6326
2015-07-04,1138.288,297.9044,9,2015,7,4,5,1,0,823.982,0.0,1192.31,773.3662857142863,878.8318666666667
2015-07-05,121.646,8.635100000000001,23,2015,7,5,6,1,0,1138.288,1386.466,1533.198,592.6777142857147,831.7801333333334
2015-07-06,1379.812,275.76300000000003,24,2015,7,6,0,0,0,121.646,432.926,0.0,727.9471428571434,877.7738666666667
2015-07-07,0.0,0.0,0,2015,7,7,1,0,0,1379.812,0.0,59.768,727.9471428571434,875.7816
2015-07-08,21.12,6.6,5,2015,7,8,2,0,0,0.0,0.0,1083.112,730.9642857142862,840.3818666666667
2015-07-09,1587.114,416.8136,54,2015,7,9,3,0,0,21.12,1631.902,797.116,724.5660000000005,866.7151333333333
2015-07-10,43.286,10.73,5,2015,7,10,4,0,0,1587.114,823.982,0.0,613.0380000000005,868.1579999999999
2015-07-11,1941.952,268.6297,52,2015,7,11,5,1,0,43.286,1138.288,3373.5640000000003,727.8471428571435,820.4376
2015-07-12,2052.567,140.7015,32,2015,7,12,6,1,0,1941.952,121.646,174.476,1003.6930000000006,883.0406333333333
2015-07-13,2033.256,282.9552,25,2015,7,13,0,0,0,2052.567,1379.812,1128.898,1097.0421428571433,913.1859000000001
2015-07-14,860.9159999999999,-200.0,15,2015,7,14,1,0,0,2033.256,0.0,51.072,1220.0301428571433,940.1807000000001
2015-07-15,0.0,0.0,0,2015,7,15,2,0,0,860.9159999999999,21.12,734.144,1217.0130000000006,915.7092333333334
2015-07-16,3029.386,203.5355,36,2015,7,16,3,0,0,0.0,1587.114,3443.904,1423.0518571428577,901.8919666666666
2015-07-17,448.082,-2.536199999999999,14,2015,7,17,4,0,0,3029.386,43.286,0.0,1480.8798571428576,916.8280333333332
2015-07-18,672.418,218.4631,10,2015,7,18,5,1,0,448.082,1941.952,1883.087,1299.5178571428576,876.4724
2015-07-19,2.025,-1.35,1,2015,7,19,6,1,0,672.418,2052.567,446.346,1006.5832857142861,861.6617
2015-07-20,2693.168,109.8482,41,2015,7,20,0,0,0,2.025,2033.256,829.544,1100.8564285714292,923.7824999999999
2015-07-21,0.0,0.0,0,2015,7,21,1,0,0,2693.168,860.9159999999999,107.976,977.868428571429,920.1833
2015-07-22,0.0,0.0,0,2015,7,22,2,0,0,0.0,0.0,2018.953,977.868428571429,852.8848666666667
2015-07-23,208.272,74.601,9,2015,7,23,3,0,1,0.0,3029.386,836.9580000000001,574.8521428571433,831.9286666666667
2015-07-24,525.95,174.0094,32,2015,7,24,4,0,1,208.272,448.082,0.0,585.9761428571435,849.4603333333333
2015-07-25,2395.024,200.3711,31,2015,7,25,5,1,1,525.95,672.418,857.08,832.0627142857148,900.7251333333332
2015-07-26,969.225,-71.34029999999998,24,2015,7,26,6,1,0,2395.024,2.025,1592.196,970.2341428571434,879.9594333333333
2015-07-27,29.97,0.2997,3,2015,7,27,0,0,0,969.225,2693.168,0.0,589.7772857142862,880.9584333333332
2015-07-28,0.0,0.0,0,2015,7,28,1,0,0,29.97,0.0,1386.466,589.7772857142862,834.7428999999998
2015-07-29,0.0,0.0,0,2015,7,29,2,0,0,0.0,0.0,432.926,589.7772857142862,820.3120333333333
2015-07-30,443.802,143.9366,23,2015,7,30,3,0,0,0.0,208.272,0.0,623.4244285714291,835.1054333333333
2015-07-31,3712.162,601.8855,26,2015,7,31,4,0,0,443.802,525.95,0.0,1078.5975714285719,958.8441666666665
2015-08-01,1011.696,-172.5108,10,2015,8,1,5,1,0,3712.162,2395.024,1631.902,880.9792857142862,938.1706333333333
2015-08-02,1290.478,-37.16049999999999,16,2015,8,2,6,1,0,1011.696,969.225,823.982,926.8725714285719,953.7204999999999
2015-08-03,0.0,0.0,0,2015,8,3,0,0,0,1290.478,29.97,1138.288,922.5911428571434,915.7775666666665
2015-08-04,0.0,0.0,0,2015,8,4,1,0,0,0.0,0.0,121.646,922.5911428571434,911.7226999999999
2015-08-05,72.65,-19.77,16,2015,8,5,2,0,1,0.0,0.0,1379.812,932.9697142857148,868.1506333333333
2015-08-06,494.8692,-81.3505,16,2015,8,6,3,0,0,72.65,443.802,0.0,940.265028571429,884.6462733333334
2015-08-07,968.206,245.8333,35,2015,8,7,4,0,0,494.8692,3712.162,21.12,548.2713142857148,916.2158066666666
2015-08-08,840.102,300.0444,17,2015,8,8,5,1,0,968.206,1011.696,1587.114,523.7578857142862,891.3154066666667
2015-08-09,4878.392000000001,1061.5805,55,2015,8,9,6,1,0,840.102,1290.478,43.286,1036.317028571429,1052.4856066666666
2015-08-10,851.4739999999999,85.2067,28,2015,8,10,0,0,1,4878.392000000001,0.0,1941.952,1157.9561714285721,1016.1363399999999
2015-08-11,196.112,49.7245,7,2015,8,11,1,0,0,851.4739999999999,0.0,2052.567,1185.972171428572,954.2545066666667
2015-08-12,0.0,0.0,0,2015,8,12,2,0,0,196.112,72.65,2033.256,1175.5936000000006,886.4793066666666
2015-08-13,586.896,55.8385,25,2015,8,13,3,0,0,0.0,494.8692,860.9159999999999,1188.7402857142863,877.3453066666666
2015-08-14,0.0,0.0,0,2015,8,14,4,0,0,586.896,968.206,0.0,1050.4251428571436,877.3453066666666
2015-08-15,497.59,108.5013,12,2015,8,15,5,1,1,0.0,840.102,3029.386,1001.4948571428578,792.9521066666667
2015-08-16,3378.932,1.612099999999998,46,2015,8,16,6,1,0,497.59,4878.392000000001,448.082,787.2862857142861,890.6471066666667
2015-08-17,381.64,0.4823999999999948,25,2015,8,17,0,0,0,3378.932,851.4739999999999,672.418,720.1671428571433,880.9545066666667
2015-08-18,0.0,0.0,0,2015,8,18,1,0,0,381.64,196.112,2.025,692.1511428571432,880.8870066666667
2015-08-19,0.0,0.0,0,2015,8,19,2,0,0,0.0,0.0,2693.168,692.1511428571432,791.1147400000001
2015-08-20,0.0,0.0,0,2015,8,20,3,0,0,0.0,586.896,0.0,608.3088571428576,791.1147400000001
2015-08-21,2827.52,-147.18779999999998,55,2015,8,21,4,0,0,0.0,0.0,0.0,1012.2402857142861,885.3654066666666
2015-08-22,66.632,23.8856,10,2015,8,22,5,1,0,2827.52,497.59,208.272,950.6748571428576,880.6440733333333
2015-08-23,1202.278,359.4773,46,2015,8,23,6,1,0,66.632,3378.932,525.95,639.7242857142862,903.1883399999999
2015-08-24,7194.775000000001,1469.2684,62,2015,8,24,0,0,1,1202.278,381.64,2395.024,1613.0292857142863,1063.18004
2015-08-25,178.52599999999998,7.654400000000002,13,2015,8,25,1,0,0,7194.775000000001,0.0,969.225,1638.5330000000006,1036.8234066666666
2015-08-26,0.0,0.0,0,2015,8,26,2,0,0,178.52599999999998,0.0,29.97,1638.5330000000006,1035.8244066666668
2015-08-27,639.9739999999999,156.9759,13,2015,8,27,3,0,0,0.0,0.0,0.0,1729.9578571428576,1057.1568733333334
2015-08-28,6491.293,1420.1491999999998,48,2015,8,28,4,0,0,639.9739999999999,2827.52,0.0,2253.3540000000007,1273.5333066666667
2015-08-29,246.5,47.0866,9,2015,8,29,5,1,0,6491.293,66.632,443.802,2279.049428571429,1266.9565733333332
2015-08-30,0.0,0.0,0,2015,8,30,6,1,0,246.5,1202.278,3712.162,2107.295428571429,1143.21784
2015-08-31,2601.797,420.4669,34,2015,8,31,0,0,0,0.0,7194.775000000001,1011.696,1451.1557142857148,1196.2212066666666
2015-09-01,2367.564,751.9428,21,2015,9,1,1,0,0,2601.797,178.52599999999998,1290.478,1763.8754285714292,1232.1240733333334
2015-09-02,0.0,0.0,0,2015,9,2,2,0,0,2367.564,0.0,0.0,1763.8754285714292,1232.1240733333334
2015-09-03,1874.898,182.8788,40,2015,9,3,3,0,0,0.0,639.9739999999999,0.0,1940.2931428571433,1294.6206733333336
2015-09-04,1071.284,252.039,23,2015,9,4,4,0,0,1874.898,6491.293,72.65,1166.0061428571432,1327.9084733333334
2015-09-05,934.103,-31.0564,39,2015,9,5,5,1,0,1071.284,246.5,494.8692,1264.2351428571435,1342.5495999999998
2015-09-06,1005.654,301.3426,30,2015,9,6,6,1,0,934.103,0.0,968.206,1407.9000000000003,1343.7978666666668
2015-09-07,2922.667,-39.06219999999999,51,2015,9,7,0,0,0,1005.654,2601.797,840.102,1453.7385714285717,1413.2167000000002
2015-09-08,89.64,20.8344,19,2015,9,8,1,0,0,2922.667,2367.564,4878.392000000001,1128.3208571428577,1253.5916333333334
2015-09-09,0.0,0.0,0,2015,9,9,2,0,0,89.64,0.0,851.4739999999999,1128.3208571428577,1225.2091666666668
2015-09-10,1415.726,283.659,35,2015,9,10,3,0,0,0.0,1874.898,196.112,1062.7248571428577,1265.8629666666668
2015-09-11,1962.13,467.9591,52,2015,9,11,4,0,0,1415.726,1071.284,0.0,1189.988571428572,1331.2673
2015-09-12,707.824,119.3676,21,2015,9,12,5,1,0,1962.13,934.103,586.896,1157.6630000000007,1335.2982333333334
2015-09-13,3445.772,705.9921,54,2015,9,13,6,1,0,707.824,1005.654,0.0,1506.2512857142863,1450.1572999999999
2015-09-14,3262.42,720.4735000000001,33,2015,9,14,0,0,0,3445.772,2922.667,497.59,1554.7874285714292,1542.3183
2015-09-15,2535.85,539.7909999999999,44,2015,9,15,1,0,0,3262.42,89.64,3378.932,1904.2460000000008,1514.2155666666667
2015-09-16,31.12,14.6264,4,2015,9,16,2,0,0,2535.85,0.0,381.64,1908.6917142857149,1502.5315666666668
2015-09-17,11525.006,-1194.2832,86,2015,9,17,3,0,0,31.12,1415.726,0.0,3352.874571428572,1886.6984333333335
2015-09-18,3924.32,778.9322,62,2015,9,18,4,0,0,11525.006,1962.13,0.0,3633.187428571429,2017.5091
2015-09-19,500.38,194.7992,30,2015,9,19,5,1,0,3924.32,707.824,0.0,3603.552571428572,2034.1884333333333
2015-09-20,1836.052,-905.3418,37,2015,9,20,6,1,0,500.38,3445.772,2827.52,3373.5925714285722,2001.1395
2015-09-21,6982.058,1297.1822,75,2015,9,21,0,0,0,1836.052,3262.42,66.632,3904.9694285714286,2231.6537000000003
2015-09-22,1783.504,29.083499999999997,33,2015,9,22,1,0,0,6982.058,2535.85,1202.278,3797.491428571429,2251.0279
2015-09-23,0.0,0.0,0,2015,9,23,2,0,0,1783.504,31.12,7194.775000000001,3793.0457142857144,2011.2020666666665
2015-09-24,4220.594,1176.435,70,2015,9,24,3,0,0,0.0,11525.006,178.52599999999998,2749.5582857142863,2145.9376666666667
2015-09-25,3033.757,858.6825,59,2015,9,25,4,0,0,4220.594,3924.32,0.0,2622.3350000000005,2247.0629
2015-09-26,3722.273,672.7522,93,2015,9,26,5,1,0,3033.757,500.38,639.9739999999999,3082.6054285714285,2349.8062
2015-09-27,2382.958,722.861,42,2015,9,27,6,1,0,3722.273,1836.052,6491.293,3160.734857142858,2212.8617
2015-09-28,1058.364,287.2722,33,2015,9,28,0,0,1,2382.958,6982.058,246.5,2314.4928571428577,2239.9238333333333
2015-09-29,0.0,0.0,0,2015,9,29,1,0,0,1058.364,1783.504,0.0,2059.706571428572,2239.9238333333333
2015-09-30,0.0,0.0,0,2015,9,30,2,0,0,0.0,0.0,2601.797,2059.706571428572,2153.1972666666666
2015-10-01,1158.414,169.7002,21,2015,10,1,3,0,0,0.0,4220.594,2367.564,1622.2522857142862,2112.8922666666667
2015-10-02,1269.266,290.7676,62,2015,10,2,4,0,0,1158.414,3033.757,0.0,1370.1821428571436,2155.2011333333335
2015-10-03,275.218,-20.209200000000003,14,2015,10,3,5,1,0,1269.266,3722.273,1874.898,877.7457142857147,2101.8784666666666
2015-10-04,505.58,63.985,12,2015,10,4,6,1,0,275.218,2382.958,1071.284,609.5488571428577,2083.0216666666665
2015-10-05,851.092,-21.2928,23,2015,10,5,0,0,0,505.58,1058.364,934.103,579.938571428572,2080.2546333333335
2015-10-06,0.0,0.0,0,2015,10,6,1,0,0,851.092,0.0,1005.654,579.938571428572,2046.7328333333332
2015-10-07,0.0,0.0,0,2015,10,7,2,0,1,0.0,0.0,2922.667,579.938571428572,1949.3106
2015-10-08,222.12,-7.664499999999997,10,2015,10,8,3,0,0,0.0,1158.414,89.64,446.1822857142862,1953.7265999999997
2015-10-09,2133.5350000000003,561.5941,48,2015,10,9,4,0,1,222.12,1269.266,0.0,569.6492857142863,2024.8444333333332
2015-10-10,2248.194,-354.4476,22,2015,10,10,5,1,0,2133.5350000000003,275.218,1415.726,851.5030000000006,2052.5933666666665
2015-10-11,1011.8955,-378.2781,8,2015,10,11,6,1,0,2248.194,505.58,1962.13,923.8337857142863,2020.9188833333333
2015-10-12,2390.758,312.5428,40,2015,10,12,0,0,0,1011.8955,851.092,707.824,1143.786071428572,2077.0166833333333
2015-10-13,371.66,101.1854,10,2015,10,13,1,0,0,2390.758,0.0,3445.772,1196.8803571428577,1974.5462833333333
2015-10-14,0.0,0.0,0,2015,10,14,2,0,0,371.66,0.0,3262.42,1196.8803571428577,1865.79895
2015-10-15,3219.554,-332.0803,33,2015,10,15,3,0,0,0.0,222.12,2535.85,1625.0852142857148,1888.589083333333
2015-10-16,824.97,214.4922,3,2015,10,16,4,0,0,3219.554,2133.5350000000003,31.12,1438.1473571428578,1915.0507499999999
2015-10-17,77.88,3.894,2,2015,10,17,5,1,0,824.97,2248.194,11525.006,1128.1025000000006,1533.4798833333334
2015-10-18,378.494,-155.4814,17,2015,10,18,6,1,0,77.88,1011.8955,3924.32,1037.6165714285721,1415.2856833333333
2015-10-19,2135.09,633.5718,23,2015,10,19,0,0,0,378.494,2390.758,500.38,1001.0925714285721,1469.7760166666667
2015-10-20,720.086,155.3014,21,2015,10,20,1,0,0,2135.09,371.66,1836.052,1050.8677142857148,1432.57715
2015-10-21,0.0,0.0,0,2015,10,21,2,0,0,720.086,0.0,6982.058,1050.8677142857148,1199.8418833333335
2015-10-22,15.128,-6.768800000000001,5,2015,10,22,3,0,0,0.0,3219.554,1783.504,593.0925714285721,1140.8960166666666
2015-10-23,2262.296,352.1441,59,2015,10,23,4,0,0,15.128,824.97,0.0,798.4248571428577,1216.3058833333334
2015-10-24,831.145,-140.5054,24,2015,10,24,5,1,0,2262.296,77.88,4220.594,906.0341428571434,1103.3242500000001
2015-10-25,1425.412,96.3891,24,2015,10,25,6,1,0,831.145,378.494,3033.757,1055.5938571428576,1049.71275
2015-10-26,1395.333,-59.06619999999998,37,2015,10,26,0,0,0,1425.412,2135.09,3722.273,949.9142857142863,972.1480833333334
2015-10-27,0.0,0.0,0,2015,10,27,1,0,0,1395.333,720.086,2382.958,847.0448571428577,892.71615
2015-10-28,104.51,36.8692,16,2015,10,28,2,0,0,0.0,0.0,1058.364,861.9748571428578,860.9210166666668
2015-10-29,244.24,119.3436,9,2015,10,29,3,0,0,104.51,15.128,0.0,894.7051428571434,869.06235
2015-10-30,2122.044,550.7929,21,2015,10,30,4,0,0,244.24,2262.296,0.0,874.6691428571436,939.7971500000001
2015-10-31,3211.009,630.5869,67,2015,10,31,5,1,0,2122.044,831.145,1158.414,1214.649714285715,1008.2169833333334
2015-11-01,3106.106,922.0565,35,2015,11,1,6,1,0,3211.009,1425.412,1269.266,1454.748857142858,1069.4449833333333
2015-11-02,5528.551,759.3803000000001,59,2015,11,2,0,0,1,3106.106,1395.333,275.218,2045.208571428572,1244.5560833333334
2015-11-03,2800.846,371.9472,25,2015,11,3,1,0,1,5528.551,0.0,505.58,2445.329428571429,1321.06495
2015-11-04,0.0,0.0,0,2015,11,4,2,0,0,2800.846,104.51,851.092,2430.3994285714293,1292.6952166666667
2015-11-05,834.874,113.243,33,2015,11,5,3,0,0,0.0,244.24,0.0,2514.775714285715,1320.5243500000001
2015-11-06,11.481,-1.0427999999999995,6,2015,11,6,4,0,1,834.874,2122.044,0.0,2213.266714285715,1320.9070500000003
2015-11-07,3073.073,-957.6868,56,2015,11,7,5,1,1,11.481,3211.009,222.12,2193.561571428572,1415.9388166666665
2015-11-08,12196.997,4006.6367,113,2015,11,8,6,1,0,3073.073,3106.106,2133.5350000000003,3492.260285714286,1751.38755
2015-11-09,4620.292,1442.5109,47,2015,11,9,0,0,0,12196.997,5528.551,2248.194,3362.5090000000005,1830.4574833333331
2015-11-10,3536.904,929.965,25,2015,11,10,1,0,1,4620.292,2800.846,1011.8955,3467.6601428571435,1914.6244333333334
2015-11-11,542.178,163.9204,9,2015,11,11,2,0,1,3536.904,0.0,2390.758,3545.114142857143,1853.0050999999999
2015-11-12,1127.992,23.46250000000001,37,2015,11,12,3,0,1,542.178,834.874,371.66,3586.9881428571434,1878.2161666666666
2015-11-13,3591.0772,205.9851,96,2015,11,13,4,0,0,1127.992,11.481,0.0,4098.359028571429,1997.91874
2015-11-14,2512.71,573.2891,40,2015,11,14,5,1,0,3591.0772,3073.073,3219.554,4018.307171428572,1974.3572733333335
2015-11-15,702.17,-37.52529999999999,47,2015,11,15,6,1,0,2512.71,12196.997,824.97,2376.189028571429,1970.26394
2015-11-16,4072.334,884.1846,45,2015,11,16,0,0,0,702.17,4620.292,77.88,2297.909314285715,2103.412406666667
2015-11-17,3885.986,617.7707,47,2015,11,17,1,0,0,4072.334,3536.904,378.494,2347.7781714285716,2220.3288066666664
2015-11-18,0.0,0.0,0,2015,11,18,2,0,0,3885.986,542.178,2135.09,2270.324171428572,2149.15914
2015-11-19,1040.784,283.25960000000003,12,2015,11,19,3,0,0,0.0,1127.992,720.086,2257.8658857142864,2159.8490733333333
2015-11-20,2861.15,-224.6004,102,2015,11,20,4,0,0,1040.784,3591.0772,0.0,2153.5905714285723,2255.2207399999998
2015-11-21,3613.5748,-209.5678,78,2015,11,21,5,1,0,2861.15,2512.71,15.128,2310.856971428572,2375.1689666666666
2015-11-22,614.499,-68.5681,52,2015,11,22,6,1,0,3613.5748,702.17,2262.296,2298.3325428571434,2320.2424
2015-11-23,3450.188,960.796,39,2015,11,23,0,0,0,614.499,4072.334,831.145,2209.4545428571437,2407.5438333333336
2015-11-24,1218.764,388.796,49,2015,11,24,1,0,0,3450.188,3885.986,1425.412,1828.4228285714291,2400.655566666667
2015-11-25,13.12,1.476,5,2015,11,25,2,0,0,1218.764,0.0,1395.333,1830.2971142857148,2354.5818
2015-11-26,1484.082,492.1915,27,2015,11,26,3,0,0,13.12,1040.784,0.0,1893.6254000000006,2404.0512000000003
2015-11-27,3109.7835,62.72519999999997,60,2015,11,27,4,0,1,1484.082,2861.15,104.51,1929.1444714285722,2504.226983333333
2015-11-28,1864.482,118.693,58,2015,11,28,5,1,0,3109.7835,3613.5748,244.24,1679.274071428572,2558.2350500000002
2015-11-29,2760.168,578.8302,43,2015,11,29,6,1,0,1864.482,614.499,2122.044,1985.798214285715,2579.50585
2015-11-30,1798.3970000000002,72.6601,65,2015,11,30,0,0,1,2760.168,3450.188,3211.009,1749.8280714285718,2532.4187833333335
2015-12-01,7130.594,953.109,62,2015,12,1,1,0,0,1798.3970000000002,1218.764,3106.106,2594.375214285715,2666.5683833333333
